,artist,dateposted,description,itemid,itunes_link,loved_count,p_id,posted_count,postid,posturl,pub_audio_unavail,siteid,sitename,thumb_url,thumb_url_large,thumb_url_medium,time,title,ts_loved_me
358,Beach Boys,1458568858,Cloudberry Parties are article series where bunch of remixes are shared to keep your weekend mood up and surely support artists on their way to get noticed and appreciated. Plus for this blog it is a chance to share every finding or submission since Cloud,2fbmp,http://hypem.com/go/itunes_search/Beach%20Boys,2166,,2,2896252,http://clickandlistenit.blogspot.com/2016/03/cloudberry-parties-pt-36.html,True,21722,CLOUDBERRY MORNINGS,http://static.hypem.net/solid_color/thumbs_new/7c/2896252.jpg,http://static.hypem.net/thumbs_new/fd/2868733_500.jpg,http://static.hypem.net/solid_color/thumbs_new/fd/2868733_120.jpg,176,Wouldn't It Be Nice (Justin Caruso Remix),1458788941
359,Buena Vista Social Club,1455129329,"California’s Allen French is back with his first release of 2016, a rework of Buena Vista Social Club’s classic hit Chan Chan, which we’re excited to be bringing you the first listen of today. French continues to flaunt his well–versed worldly style, once",2fav4,http://hypem.com/go/itunes_search/Buena%20Vista%20Social%20Club,58,,1,2867492,http://cavemansound.com/2016/02/10/cs-premiere-buena-vista-social-club-chan-chan-allen-french-rework/,,17165,Caveman Sound,http://static.hypem.net/solid_color/thumbs_new/24/2867492.jpg,https://static.hypem.com/items_images/64/2fav4_640.jpg,https://static.hypem.com/solid_color/items_images/64/2fav4_120.jpg,399,Chan Chan (Allen French Rework),1458788023
360,Major Lazer & Grandtheft,1458553769,". Peace is The Mission (2015), último registro de inéditas do Major Lazer continua rendendo bons frutos. Com uma extensa turnê ao redor do globo, além, claro, de uma apresentação histórica para meio milhão de pessoas em Cuba, Diplo e o time de colaborador",2fwxp,http://hypem.com/go/itunes_search/Major%20Lazer%20&%20Grandtheft,957,,4,2896103,http://miojoindie.com.br/major-lazer-number-one-ft-grandtheft/,,21988,Miojo Indie,http://static.hypem.net/solid_color/thumbs_new/e7/2896103.jpg,http://static.hypem.net/thumbs_new/7/2895111_640.jpg,https://static.hypem.com/solid_color/items_images/b6/2fwxp_120.jpg,170,Number One,1458738664
361,Silences,1498118443,The excitement has been building for weeks and it's finally here the first official day of Glastonbury. OK the main event is still 24 hours away but there are a host of exciting new bands to catch today. Yes it's the annual Emerging Talent fest at the Rab,2fsak,http://hypem.com/go/itunes_search/Silences,1059,,22,3172349,https://besttuna.blogspot.com/2017/06/glastonbury-2017-thursday.html,,1693,The Devil Has The Best Tuna,http://static.hypem.net/solid_color/thumbs_new/fd/3172349.jpg,https://static.hypem.com/items_images/53/2fsak_640.jpg,https://static.hypem.com/solid_color/items_images/53/2fsak_120.jpg,199,There's A Wolf,1458737959
362,Bobby Nourmand,1455262506,"NYC/L.A based producer Bobby Nourmand storms forward with the release of his new track “Smokin’ Joe” that just dropped via The Magician’s label Potion Records, expect to be swept away by a dark sounding deep house gem that contains sweeping synths, a pump",2f94j,http://hypem.com/go/itunes_search/Bobby%20Nourmand,2122,,10,2868901,http://www.discobelle.net/2016/02/12/bobby-nourmand-s-m-o-k-i-n-j-o-e-radio-edit/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/a5/2868901.jpg,https://static.hypem.com/items_images/92/2f94j_640.jpg,https://static.hypem.com/solid_color/items_images/92/2f94j_120.jpg,173,S M O K I N' J O E (Radio Edit),1458736787
363,Kendrick Lamar,1458127273,"I hated this song when it first came out. Just like I hated Mr. Jones by Counting Crows. And like that song, this one became omnipresent and ubiquitous, and worked its way into my skull like some devious mind worm until I realized I knew most of the words",2fvx2,http://hypem.com/go/itunes_search/Kendrick%20Lamar,4435,,1,2893336,http://berkeleyplaceblog.com/2016/03/16/pumped-up-kicks-foster-the-people-2009/,,2829,Berkeley Place,http://static.hypem.net/solid_color/thumbs_new/18/2893336.jpg,https://static.hypem.com/items_images/a2/2fvx2_640.jpg,https://static.hypem.com/solid_color/items_images/a2/2fvx2_120.jpg,173,"Pumped up Kids feat. Dr. Dre, Flo Rida and Kanye West (DJ NewBoost Remix)",1458735945
364,Disclosure,1457335053,"Cette incroyable version de Latch est signés The Noisy Freaks, un duo parisien particulièrement productif, mais surtout ô combien talentueux ! C’est vrai qu’on peut être certainement un peu saoulé par le nombre de versions de ce titre, mais celle ci tire ",2fmss,http://hypem.com/go/itunes_search/Disclosure,4544,,3,2886249,http://lamusiquesismique.fr/5682-2/,,22934,La Musique Sismique,http://static.hypem.net/solid_color/thumbs_new/69/2886249.jpg,http://static.hypem.net/thumbs_new/eb/2885867_640.jpg,https://static.hypem.com/solid_color/items_images/39/2fmss_120.jpg,246,Latch Feat. Sam Smith (The Noisy Freaks Remix),1457535085
365,Yeasayer,1481251339,"Year in Review Top Albums of 2016 | #10 – 20 by Joshua P. Ferguson We're approaching our Top Albums round-up a bit differently than year's past. Nothing drastic, just an expansion of coverage and an expansion of our breadth of coverage. Both good things r",2fnbw,http://hypem.com/go/itunes_search/Yeasayer,1376,,11,3058941,http://www.dialogueinc.com/2016/12/year-in-review-top-albums-of-2016-pt-1.html,,12924,Dialogue Incorporated,http://static.hypem.net/solid_color/thumbs_new/fd/3058941.jpg,https://static.hypem.com/items_images/7c/2fnbw_640.jpg,https://static.hypem.com/solid_color/items_images/7c/2fnbw_120.jpg,203,Silly Me,1457364285
366,NVDES,1476983297,"Hinter dem Namen NVDES steckt ein Künstlerkollektiv aus Los Angeles, angeführt vom kreativen Mastermind Josh Ocean. Die Vielfalt der Beteiligten schlägt sich hörbar in den Song der Truppe nieder. Songs wie «Unforgettable» oder «Don’t Fuck Your Neighbor» k",2fhth,http://hypem.com/go/itunes_search/NVDES,1542,,18,3031348,http://www.orangepeel.ch/2016/10/nvdes-8am/,,13753,Orange Peel,http://static.hypem.net/solid_color/thumbs_new/34/3031348.jpg,https://static.hypem.com/items_images/51/2fhth_640.jpg,https://static.hypem.com/solid_color/items_images/51/2fhth_120.jpg,228,Don't Fvck Your Neighbor,1456926016
367,Marcus Marr & Chet Faker,1456892886,"Toward the end of 2015 we were treated to a few collaborative singles from Marcus Marr and Chet Faker, which ended up being part of a four-track EP that they released in December. Marcus Marr has uploaded another one of the EP’s tracks to the interwebs to",2fma1,http://hypem.com/go/itunes_search/Marcus%20Marr%20&%20Chet%20Faker,4481,,4,2882824,http://acidstag.com/2016/03/02/marcus-marr-chet-faker-killing-jar-new-single/,True,17657,acid stag,http://static.hypem.net/solid_color/thumbs_new/8/2882824.jpg,https://static.hypem.com/items_images/41/2fma1_640.jpg,https://static.hypem.com/solid_color/items_images/41/2fma1_120.jpg,436,Killing Jar,1456837136
368,Annabel Jones,1465426145,Vocals cut through like a knife and are surround by a hip hop beat and a wondrous synth melody. Vocals cut through like a knife and are surround by a hip hop beat and a wondrous synth melody. Annabel Jones – IOU (Golden Coast Remix) PlayEnqueue,2fhpb,http://hypem.com/go/itunes_search/Annabel%20Jones,1476,,16,2950890,http://www.audiodrums.com/2016/06/08/annabel-jones-iou-golden-coast-remix/,,5284,Audio Drums,http://static.hypem.net/solid_color/thumbs_new/ea/2950890.jpg,https://static.hypem.com/items_images/cb/2fhpb_640.jpg,https://static.hypem.com/solid_color/items_images/cb/2fhpb_120.jpg,157,IOU (Golden Coast Remix),1456767718
369,Klingande,1457912953,"KLINGANDE featuring DAYLIGHT, “Losing U” There is plenty to be said for setting the stage and creating the right atmosphere in a song. France’s Klingande (aka Cedric Steinmyller) does that oh so right with his latest emotional deep house release “Losing U",2fjzz,http://hypem.com/go/itunes_search/Klingande,4439,,9,2891469,https://billcsistunedon.wordpress.com/2016/03/13/frances-klingandemusic-tugs-on-our-hearts-and-feet-with-losing-u-featuring-daylightdj/,,12173,BILLCS Music Blog,http://static.hypem.net/solid_color/thumbs_new/cd/2891469.jpg,https://static.hypem.com/items_images/ff/2fjzz_640.jpg,https://static.hypem.com/solid_color/items_images/ff/2fjzz_120.jpg,217,Losing U (Feat Daylight),1456766501
370,Marteria,1456146055,,25mnj,http://hypem.com/go/itunes_search/Marteria,60,,2,2875761,http://www.ohfancy.de/2016/02/22/marteria-kids-tekas-rub-a-dub-remix/,True,14487,Oh Fancy!,http://static.hypem.net/solid_color/thumbs_new/b7/2498231.jpg,http://static.hypem.net/thumbs_new/b7/2498231_320.jpg,http://static.hypem.net/solid_color/thumbs_new/b7/2498231_120.jpg,251,Kids (Teka's Rub-A-Dub Remix),1456327786
371,Edith Piaf,1456151374,,2fg9e,http://hypem.com/go/itunes_search/Edith%20Piaf,68,,1,2875823,http://www.ohfancy.de/2016/02/22/edith-piaf-la-foule-reach-eargasm-remix/,,14487,Oh Fancy!,https://static.hypem.com/solid_color/83c441,https://static.hypem.com/items_images/2e/2fg9e_640.jpg,https://static.hypem.com/solid_color/items_images/2e/2fg9e_120.jpg,227,La Foule (Reach Eargasm remix),1456326499
372,Gypsy Sound System,1456056017,近年、世界中を沸かせている”バルカン・ビーツ”は、ジプシー音楽にクラブ・ビーツやディス […],2exn4,http://hypem.com/go/itunes_search/Gypsy%20Sound%20System,31,,2,2875269,http://spincoaster.com/gypsy-sound-system-orkestra-ska-was-pink-feat-grant-lazlo-rootwordsch,,22114,Spincoaster,http://static.hypem.net/solid_color/thumbs_new/85/2875269.jpg,https://static.hypem.com/items_images/a4/2exn4_640.jpg,https://static.hypem.com/solid_color/items_images/a4/2exn4_120.jpg,270,Ska Was Pink Feat. Grant Lazlo / Rootwords,1456155554
373,filous,1459374545,"Since March happens to have an abundance of Wednesdays, you’re in luck — we’ve decided to treat you (and ourselves) to an extra edition of our curated Jam Jar series before the month is out. Vienna’s filous requires no introduction. The Austrian producer ",2fdfj,http://hypem.com/go/itunes_search/filous,2220,,11,2903398,http://cavemansound.com/2016/03/30/the-jam-jar-curated-by-filous/,,17165,Caveman Sound,http://static.hypem.net/solid_color/thumbs_new/66/2903398.jpg,https://static.hypem.com/items_images/f2/2fdfj_640.jpg,https://static.hypem.com/solid_color/items_images/f2/2fdfj_120.jpg,181,Shaded In feat Jordan Léser (PALASTIC Remix),1455892236
374,Mind The Journey,1455645011,"Recently my son’s mother accused me of living my life through Rise Colored Glasses, and then last week on my personal blog I wrote why there is absolutely nothing wrong with that. And this week, I believe all of that much more than last. Here we are. I’ve",2fdgq,http://hypem.com/go/itunes_search/Mind%20The%20Journey,4,,1,2871666,http://www.etmusiquepourtous.com/2016/02/16/mind-the-journey-rose-colored-glasses/,,10096,Et Musique Pour Tous,http://static.hypem.net/solid_color/thumbs_new/72/2871666.jpg,https://static.hypem.com/items_images/17/2fdgq_640.jpg,https://static.hypem.com/solid_color/items_images/17/2fdgq_120.jpg,241,Rose Colored Glass,1455889417
375,Yolanda Be Cool & DCUP,1455648573,"Fresh off of Spinnin’ Deep is “From Me To You” by Yolanda Be Cool & DCUP. With buzzing pianos and beautiful horns, the classic...",2fdhv,http://hypem.com/go/itunes_search/Yolanda%20Be%20Cool%20&%20DCUP,92,,1,2871749,http://survivingthegoldenage.com/yolanda-be-cool-dcup-from-me-to-you/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/c5/2871749.jpg,https://static.hypem.com/items_images/3b/2fdhv_640.jpg,https://static.hypem.com/solid_color/items_images/3b/2fdhv_120.jpg,213,From Me To You,1455888543
376,Tiësto & Don Diablo,1455545240,"ICYMI it was Valentines Day yesterday...d'uh...and Pegboard Nerds released a track they called ""Heartbit"" feat. Tia Simone. This might be the most progressive track I've ever featured here on MYWLT and it's absolutely insane. The drop is bonkers, the ener",2f848,http://hypem.com/go/itunes_search/Tiësto%20&%20Don%20Diablo,1903,,3,2870517,http://musicyouwannalistento.blogspot.com/2016/02/heartbit.html,,17406,Music You Wanna Listen To,http://static.hypem.net/solid_color/thumbs_new/6/2869510.jpg,https://static.hypem.com/items_images/88/2f848_640.jpg,https://static.hypem.com/solid_color/items_images/88/2f848_120.jpg,237,Chemicals (Feat. Thomas Troelsen)(Ben Zamora Remix),1455801789
377,RÜFÜS,1455383224,"Back in 2012, Aussie trio Rüfüs released their first chart-topping single “Take Me”, closely followed by debut album Atlas, which went gold in Australia and got great reviews in the rest of the world. As the album shed more tracks and the guys began headl",2cyh7,http://hypem.com/go/itunes_search/RÜFÜS,8460,,6,2869799,http://umstrum.com/rufus-you-were-right/,,12149,umstrum||music,http://static.hypem.net/solid_color/thumbs_new/27/2869799.jpg,http://static.hypem.net/thumbs_new/19/2833689_640.jpg,https://static.hypem.com/solid_color/items_images/27/2cyh7_120.jpg,220,You Were Right (Nora En Pure Remix),1455552104
378,Pretty Lights,1316817504,"WARNING: I advise a physical check up before digging into this ridonculous list of heart grinders. You know… to make sure that ol’ ticker of yours is up to snuff. Anyway, I think it would be smart. That being said, I hope you enjoy ;) For more jams or by ",1dyt4,http://hypem.com/go/itunes_search/Pretty%20Lights,2115,,7,1593723,http://www.theburningear.com/2011/09/dubstep-roundup-vol-23-9-23-2011-sebastian-zeds-dead-alex-metric-gotye-and-more/,,10819,the burning ear,http://static.hypem.net/solid_color/thumbs_new/7b/1593723.jpg,http://static.hypem.net/thumbs_new/7b/1593723_500.jpg,https://static.hypem.com/solid_color/items_images/44/1dyt4_120.jpg,351,Pretty Lights vs. Led Zeppelin,1455301281
379,Foxygen,1430819377,"After putting their fans through some hot/cold-plays recently with the announcement of a ‘Farewell’-tour and following hints that it’s probably only meant to be the last to tour to back their latest album …And Star Power, the Californian garage rock duo F",2b3tg,http://hypem.com/go/itunes_search/Foxygen,25,,3,2676001,http://nbhap.com/daily/sound-of-the-day/foxygen-24-hr-lover-man/,,18369,Nothing but hope and passion,http://static.hypem.net/solid_color/thumbs_new/21/2676001.jpg,https://static.hypem.com/items_images/50/2b3tg_500.jpg,https://static.hypem.com/solid_color/items_images/50/2b3tg_120.jpg,183,24 HR LOVER MAN,1455292003
380,The White Panda,1455123444,"On the latest addition of their Pawprint full length tracks series, The White Panda undertake the herculean task of turning Will Smith‘s “Wild Wild...",2farx,http://hypem.com/go/itunes_search/The%20White%20Panda,127,,1,2867376,http://survivingthegoldenage.com/white-panda-wild-wild-catch-will-smith-vicetone/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/b0/2867376.jpg,https://static.hypem.com/items_images/1d/2farx_640.jpg,https://static.hypem.com/solid_color/items_images/1d/2farx_120.jpg,208,Wild Wild Catch (Will Smith // Vicetone),1455129633
381,Haywyre,1455227014,"Introducing Haywyre, an artist whose sounds fuse hints of jazz/funk with electronic/dance for something completely fresh. “Do You Don’t You” took a moment for me to come around to it but give it 45 seconds, or better yet, just the song one good listen bec",2f868,http://hypem.com/go/itunes_search/Haywyre,4959,,4,2868653,http://poponandon.com/discover-haywyre-do-you-dont-you/,,14143,POP ON AND ON,http://static.hypem.net/solid_color/thumbs_new/ad/2868653.jpg,https://static.hypem.com/items_images/c8/2f868_640.jpg,https://static.hypem.com/solid_color/items_images/c8/2f868_120.jpg,276,Do You Don't You,1455067416
382,Imagined Herbal Flows,1469822423,"Instrumental Hip Hop gets a bad rep in this day and age, Trip Hop seems to be a dirty word but it's a genre I still love and admire very much. In my opinion it’s also one of the hardest genres of music to make well. Keeping a down tempo track flowing and ",2f6j9,http://hypem.com/go/itunes_search/Imagined%20Herbal%20Flows,7416,,5,2982468,http://www.thewalktowork.com/imagined-herbal-flows-evolve/,,17633,The Walk to Work,http://static.hypem.net/solid_color/thumbs_new/44/2982468.jpg,https://static.hypem.com/items_images/49/2f6j9_640.jpg,https://static.hypem.com/solid_color/items_images/49/2f6j9_120.jpg,193,Evolve,1455065974
383,Bakermat & Goldfish feat. Marie Plassard,1471976473,"Stumbled across this song by Bakermat and Goldfish because we liked Kungs ""This Girl"" so much and it's so good we've had to post it right away.  We're so sure that you will love it that if you do not simply tweet extremely loving things at us and we will ",2f8y2,http://hypem.com/go/itunes_search/Bakermat%20&%20Goldfish%20feat.%20Marie%20Plassard,9251,,3,2996669,http://www.neverradio.com/todaystrack/2016/bakermat-goldfish-games-continued-ft-marie-plassard,,22657,Never Radio,http://static.hypem.net/solid_color/thumbs_new/bd/2996669.jpg,https://static.hypem.com/items_images/c2/2f8y2_640.jpg,https://static.hypem.com/solid_color/items_images/c2/2f8y2_120.jpg,203,Games Continued,1454904088
384,Martin Solveig & The Cataracs,1377895204,"And so it is. We’ve been through three weeks of epic, mind bending, weekend-long style playlists to close out the summer. Just in time for Labor Day weekend, we have the fourth and final playlist which will carry your little dancing legs all the way throu",1vh38,http://hypem.com/go/itunes_search/Martin%20Solveig%20&%20The%20Cataracs,7460,,9,2287724,http://www.themusicninja.com/mega-summer-playlist-volume-iv-electronic-dance-music/,,10739,The Music Ninja,http://static.hypem.net/solid_color/thumbs_new/6c/2287724.jpg,http://static.hypem.net/thumbs_new/97/2191511_640.jpg,https://static.hypem.com/solid_color/items_images/68/1vh38_120.jpg,188,Hey Now feat. Kyle,1454638213
385,Twin Peaks,1480514214,"I was going to stop at #31, but I figured that was silly. So, the list continues on! Enjoy. Part 1 is HERE. Part 2 is HERE. *Push play to cycle through the songs without having to click on each one [zbplayer] 30) :Mystery Lights – Follow Me Home: Daptone ",2f5y5,http://hypem.com/go/itunes_search/Twin%20Peaks,924,,26,3054063,http://sideonetrackone.com/2016/11/top-50-songs-2016-part-3/,,1968,Side One Track One,http://static.hypem.net/solid_color/thumbs_new/ef/3054063.jpg,https://static.hypem.com/items_images/c5/2f5y5_640.jpg,https://static.hypem.com/solid_color/items_images/c5/2f5y5_120.jpg,214,Walk To The One You Love,1454637731
386,Husky Loops,1454535629,"Avevamo già presentato i Boys Forever (la nuova band di Patrick Doyle, ex Veronica Falls, Royal We, Sexy Kids e chissà quanti altri) qualche mese fa. Ora finalmente è arrivato la contagiosa Poisonous, il sette pollici di debutto via Amor Foo Records, e le",2f7dw,http://hypem.com/go/itunes_search/Husky%20Loops,18,,4,2862263,http://polaroid.blogspot.com/2016/02/indiepop-jukebox.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/2b/3028011.jpg,https://static.hypem.com/items_images/bc/2f7dw_640.jpg,https://static.hypem.com/solid_color/items_images/bc/2f7dw_120.jpg,197,Dead,1454560687
387,Soda Fountain Rag,1454535636,"Avevamo già presentato i Boys Forever (la nuova band di Patrick Doyle, ex Veronica Falls, Royal We, Sexy Kids e chissà quanti altri) qualche mese fa. Ora finalmente è arrivato la contagiosa Poisonous, il sette pollici di debutto via Amor Foo Records, e le",2f7dy,http://hypem.com/go/itunes_search/Soda%20Fountain%20Rag,2,,1,2862263,http://polaroid.blogspot.com/2016/02/indiepop-jukebox.html,,1175,polaroid,https://static.hypem.com/solid_color/83c441,https://static.hypem.com/items_images/be/2f7dy_500.jpg,https://static.hypem.com/solid_color/items_images/be/2f7dy_120.jpg,152,Love song for the geek,1454560287
388,Fake Laugh,1454535633,"Avevamo già presentato i Boys Forever (la nuova band di Patrick Doyle, ex Veronica Falls, Royal We, Sexy Kids e chissà quanti altri) qualche mese fa. Ora finalmente è arrivato la contagiosa Poisonous, il sette pollici di debutto via Amor Foo Records, e le",2f53h,http://hypem.com/go/itunes_search/Fake%20Laugh,22,,4,2862263,http://polaroid.blogspot.com/2016/02/indiepop-jukebox.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/95/2859925.jpg,https://static.hypem.com/items_images/71/2f53h_640.jpg,https://static.hypem.com/solid_color/items_images/71/2f53h_120.jpg,170,Birdsong Lullaby,1454552756
389,Gentle Brontosaurus,1454535586,"Avevamo già presentato i Boys Forever (la nuova band di Patrick Doyle, ex Veronica Falls, Royal We, Sexy Kids e chissà quanti altri) qualche mese fa. Ora finalmente è arrivato la contagiosa Poisonous, il sette pollici di debutto via Amor Foo Records, e le",2f7dr,http://hypem.com/go/itunes_search/Gentle%20Brontosaurus,1,,1,2862263,http://polaroid.blogspot.com/2016/02/indiepop-jukebox.html,,1175,polaroid,https://static.hypem.com/solid_color/83c441,https://static.hypem.com/items_images/b8/2f7dr_640.jpg,https://static.hypem.com/solid_color/items_images/b8/2f7dr_120.jpg,279,Eleanor at the End of the World,1454552133
390,Boys Forever,1454535590,"Avevamo già presentato i Boys Forever (la nuova band di Patrick Doyle, ex Veronica Falls, Royal We, Sexy Kids e chissà quanti altri) qualche mese fa. Ora finalmente è arrivato la contagiosa Poisonous, il sette pollici di debutto via Amor Foo Records, e le",2f2bn,http://hypem.com/go/itunes_search/Boys%20Forever,5,,3,2862263,http://polaroid.blogspot.com/2016/02/indiepop-jukebox.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/8b/2858123.jpg,https://static.hypem.com/items_images/75/2f2bn_640.jpg,https://static.hypem.com/solid_color/items_images/75/2f2bn_120.jpg,183,Poisonous,1454551977
391,The Golden Eaves,1454535625,"Avevamo già presentato i Boys Forever (la nuova band di Patrick Doyle, ex Veronica Falls, Royal We, Sexy Kids e chissà quanti altri) qualche mese fa. Ora finalmente è arrivato la contagiosa Poisonous, il sette pollici di debutto via Amor Foo Records, e le",2cf7h,http://hypem.com/go/itunes_search/The%20Golden%20Eaves,4,,2,2862263,http://polaroid.blogspot.com/2016/02/indiepop-jukebox.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/4b/2725195.jpg,https://static.hypem.com/items_images/f1/2cf7h_640.jpg,https://static.hypem.com/solid_color/items_images/f1/2cf7h_120.jpg,152,No Other,1454551871
392,Joy Again,1454535496,"Avevamo già presentato i Boys Forever (la nuova band di Patrick Doyle, ex Veronica Falls, Royal We, Sexy Kids e chissà quanti altri) qualche mese fa. Ora finalmente è arrivato la contagiosa Poisonous, il sette pollici di debutto via Amor Foo Records, e le",2e363,http://hypem.com/go/itunes_search/Joy%20Again,372,,15,2862263,http://polaroid.blogspot.com/2016/02/indiepop-jukebox.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/c0/3069888.jpg,https://static.hypem.com/items_images/c3/2e363_640.jpg,https://static.hypem.com/solid_color/items_images/c3/2e363_120.jpg,180,Looking Out For You,1454551608
393,Florence & the Machine,1424980340,The genius better known as NYC based producer/dj Nicolas Jaar remixes the Florence & The Machine single track “What Kind Of Man” into a 12 minute long dark and distorted disco stormer.,29s4d,http://hypem.com/go/itunes_search/Florence%20&%20the%20Machine,5713,,39,2631983,http://www.discobelle.net/2015/02/26/florence-the-machine-what-kind-of-man-nicolas-jaar-remix/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/2f/2631983.jpg,https://static.hypem.com/items_images/8d/29s4d_640.jpg,https://static.hypem.com/solid_color/items_images/8d/29s4d_120.jpg,742,What Kind of Man (Nicolas Jaar remix),1454458648
394,Beacon,1454441435,Beacon - Escapements out February 5 on Ghostly International Jacob Gossett and Thomas Mullarney III make up this Brooklyn duo that have a a second album of their downtempo yet soulful beats. Escapements kicks off with the steady throb of “IM U” that slith,27mc5,http://hypem.com/go/itunes_search/Beacon,225,,14,2861082,http://anotherdyingartform.com/post/138559246792/beacon,,15688,Another Dying Art Form,http://static.hypem.net/solid_color/thumbs_new/1a/2861082.jpg,https://static.hypem.com/items_images/85/27mc5_640.jpg,https://static.hypem.com/solid_color/items_images/85/27mc5_120.jpg,206,L1,1454456674
395,WDL,1454252164,"I remember leaving the bar at the Andaz on Sunset one night after midnight, drunk as all hell. I was charged up on life, but I was depressed about the girl in my life at that time being thousands of miles away. We had just gotten back from Sundance about ",2f4bz,http://hypem.com/go/itunes_search/WDL,7441,,6,2859304,http://www.etmusiquepourtous.com/2016/01/31/wdl-hurricane-highlife-feat-mawe/,,10096,Et Musique Pour Tous,http://static.hypem.net/solid_color/thumbs_new/28/2859304.jpg,https://static.hypem.com/items_images/7f/2f4bz_640.jpg,https://static.hypem.com/solid_color/items_images/7f/2f4bz_120.jpg,282,Hurricane Highlife (Feat Mawe),1454357941
396,Frankie Cosmos,1482256575,"Best Albums of 2016 4. Frankie Cosmos - Next Thing Upon first listen, Next Thing has an unassuming presence, with music that is never ostentatious or building to some rock star climax. The songs are almost shy in delivery, never wanting to draw too much a",2f3jg,http://hypem.com/go/itunes_search/Frankie%20Cosmos,600,,34,3064265,http://anotherdyingartform.com/post/154722455112/frankiecosmos,,15688,Another Dying Art Form,http://static.hypem.net/solid_color/thumbs_new/c9/3064265.jpg,https://static.hypem.com/items_images/50/2f3jg_640.jpg,https://static.hypem.com/solid_color/items_images/50/2f3jg_120.jpg,131,Sinister,1454347101
397,IIIΠ(UTSUZEMI),1452849877,昭和歌謡曲と現代のグルーヴを融合する、謎のヒップホップ・クルー、IIIΠ(UTSUZEMI)の「Bond」を紹 […],2extf,http://hypem.com/go/itunes_search/IIIΠ(UTSUZEMI),1,,1,2847916,http://spincoaster.com/utsuzemi-bond,,22114,Spincoaster,http://static.hypem.net/solid_color/thumbs_new/ac/2847916.jpg,https://static.hypem.com/items_images/4f/2extf_500.jpg,https://static.hypem.com/solid_color/items_images/4f/2extf_120.jpg,201,Bond,1453868476
398,IIIΠ(UTSUZEMI),1452849871,昭和歌謡曲と現代のグルーヴを融合する、謎のヒップホップ・クルー、IIIΠ(UTSUZEMI)の「Bond」を紹 […],2exte,http://hypem.com/go/itunes_search/IIIΠ(UTSUZEMI),1,,1,2847916,http://spincoaster.com/utsuzemi-bond,,22114,Spincoaster,http://static.hypem.net/solid_color/thumbs_new/ac/2847916.jpg,https://static.hypem.com/items_images/4e/2exte_500.jpg,https://static.hypem.com/solid_color/items_images/4e/2exte_120.jpg,209,親切心,1453867434
399,Desi Valentine,1453633219,ロンドン出身LAを拠点に活動するDesi Valentineが新曲「Asylum」を公開した。 ソウルフルでブ […],2f0dw,http://hypem.com/go/itunes_search/Desi%20Valentine,33,,2,2854049,http://spincoaster.com/desi-valentine-asylum,,22114,Spincoaster,http://static.hypem.net/solid_color/thumbs_new/a1/2854049.jpg,https://static.hypem.com/items_images/bc/2f0dw_500.jpg,https://static.hypem.com/solid_color/items_images/bc/2f0dw_120.jpg,186,Asylum,1453866549
400,((mothers)),1456946092,"Mothers - When You Walk A Long Distance You Are Tired out now on Wichita Recordings Starting as a solo project from multi-instrumentalist Kristine Leschper, the debut from this Athens, Georgia quartet is a well rounded, conscientious, and complete entity.",2ewdt,http://hypem.com/go/itunes_search/((mothers)),56,,21,2883478,http://anotherdyingartform.com/post/140344739257/mothers,,15688,Another Dying Art Form,http://static.hypem.net/solid_color/thumbs_new/96/2883478.jpg,https://static.hypem.com/items_images/ba/2ewdt_640.jpg,https://static.hypem.com/solid_color/items_images/ba/2ewdt_120.jpg,237,Copper Mines,1453866261
401,SNBRN,1454345377,LA-artist SNBRN (never featured on B3) takes an unreleased a cappella sample from late West Coast hip-hop pioneer Nate Dogg and transforms it into a dazzling Rudimental-vibe-vocals-tinged dance jam “Gangsta Walk”. Reviewed by Erin Shay. https://soundcloud,2f1gg,http://hypem.com/go/itunes_search/SNBRN,6610,,13,2859960,http://blahblahblahscience.com/track-reviews/snbrn-gangsta-walk-feat-nate-dogg,True,11376,blahblahblahscience,http://static.hypem.net/solid_color/thumbs_new/b8/2859960.jpg,https://static.hypem.com/items_images/10/2f1gg_640.jpg,https://static.hypem.com/solid_color/items_images/10/2f1gg_120.jpg,184,Gangsta Walk feat. Nate Dogg,1453667100
402,The Knocks,1470072097,"My 5th year at Outside Lands is about to begin and I’m more humbled than ever. It’s a privilege to cover festivals like this, being acknowledged for the outlet we give to independent artists online, but probably not for my offline coverage of the live sce",2ey77,http://hypem.com/go/itunes_search/The%20Knocks,7537,,6,2983429,http://silencenogood.net/2016-outside-lands/,,13271,Silence Nogood,http://static.hypem.net/solid_color/thumbs_new/5/2983429.jpg,https://static.hypem.com/items_images/e7/2ey77_640.jpg,https://static.hypem.com/solid_color/items_images/e7/2ey77_120.jpg,216,Kiss The Sky Feat. Wyclef Jean,1453305239
